source_file,slug,category,caption,city,year,custom_crop
IMG_20250913_102932370_HDR.jpg,photo-20250913-01,panel,Electrical work in unfinished wood-framed space (work in progress),,2025,
IMG_20250913_102926843_HDR.jpg,photo-20250913-02,panel,Electrical work in unfinished wood-framed space (work in progress),,2025,
IMG_20250913_102757547_HDR.jpg,photo-20250913-03,panel,Indoor electrical installation with metal components — with panel and wiring detail (work in progress),,2025,
IMG_20250913_102751116_HDR.jpg,photo-20250913-04,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2025,
IMG_20250906_121221600.jpg,photo-20250906-01,commercial,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2025,
IMG_20250906_121218395.jpg,photo-20250906-02,commercial,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2025,
IMG_20250822_110625486.jpg,photo-20250822-01,new-construction,Electrical system with metal enclosures (work in progress),,2025,
IMG_20250822_110622826.jpg,photo-20250822-02,new-construction,Indoor electrical installation with metal components — with panel and wiring detail (detailed installation view),,2025,
IMG_20250822_110616166.jpg,photo-20250822-03,new-construction,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2025,
IMG_20250822_110610330.jpg,photo-20250822-04,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2025,
IMG_20250528_080712624.jpg,photo-20250528-01,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2025,
IMG_20250528_080704386.jpg,photo-20250528-02,lighting,Indoor electrical installation with metal components — featuring electrical panel enclosure (work in progress),,2025,
IMG_20250528_080701079.jpg,photo-20250528-03,lighting,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2025,
IMG_20250527_115929447.jpg,photo-20250527-01,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2025,
IMG_20250527_111653783.jpg,photo-20250527-02,lighting,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2025,
IMG_20250527_111638137.jpg,photo-20250527-03,lighting,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2025,
IMG_20250527_111617364.jpg,photo-20250527-04,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2025,
IMG_20250508_114854054.jpg,photo-20250508-01,lighting,Electrical system with metal enclosures — with copper wiring and terminals visible (work in progress),,2025,
IMG_20250508_112019063.jpg,photo-20250508-02,lighting,Electrical system with metal enclosures — with copper wiring and terminals visible (work in progress),,2025,
IMG_20250508_114848979_HDR.jpg,photo-20250508-03,panel,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2025,
IMG_20250508_112025043_HDR.jpg,photo-20250508-04,panel,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2025,
IMG_20250430_093240134.jpg,photo-20250430-01,lighting,Indoor electrical installation with metal components — featuring electrical panel enclosure (work in progress),,2025,
IMG_20250430_093238009.jpg,photo-20250430-02,lighting,Indoor electrical installation with metal components (work in progress),,2025,
IMG_20250430_093242745_HDR.jpg,photo-20250430-03,panel,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2025,
IMG_20250430_093230146_HDR.jpg,photo-20250430-04,panel,Indoor electrical installation with metal components (work in progress),,2025,
IMG_20250316_103137701_HDR.jpg,photo-20250316-01,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2025,
IMG_20250207_121040869.jpg,photo-20250207-01,uncategorized,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2025,
IMG_20250207_121034956.jpg,photo-20250207-02,uncategorized,Electrical system with metal enclosures (work in progress),,2025,
IMG_20241216_181759367_HDR.jpg,photo-20241216-01,panel,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20241216_181749278_HDR.jpg,photo-20241216-02,panel,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20241213_102510174.jpg,photo-20241213-01,uncategorized,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20241213_102604203_HDR.jpg,photo-20241213-02,panel,Electrical work in unfinished wood-framed space (work in progress),,2024,
IMG_20241211_101601584.jpg,photo-20241211-01,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2024,
IMG_20241211_101555826.jpg,photo-20241211-02,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2024,
IMG_20241211_092345623_HDR.jpg,photo-20241211-03,panel,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20241211_092345623_HDR~2.jpg,photo-20241211-04,panel,Electrical equipment in dimly lit area — with copper wiring and terminals visible (work in progress),,2024,
IMG_20241210_101846224.jpg,photo-20241210-01,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20241210_101739849.jpg,photo-20241210-02,uncategorized,Electrical project work — showing color-coded wiring and connections (detailed installation view),,2024,
IMG_20241210_101734816.jpg,photo-20241210-03,uncategorized,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20241210_101729076.jpg,photo-20241210-04,uncategorized,Electrical work in unfinished wood-framed space — showing color-coded wiring and connections (detailed installation view),,2024,
IMG_20240919_145345281.jpg,photo-20240919-01,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240919_144911766.jpg,photo-20240919-02,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240919_144907960.jpg,photo-20240919-03,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240919_083135902.jpg,photo-20240919-04,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240906_105737881.jpg,photo-20240906-01,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240906_105728393.jpg,photo-20240906-02,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240903_102359686.jpg,photo-20240903-01,commercial,Indoor electrical installation with metal components — with panel and wiring detail (detailed installation view),,2024,
IMG_20240903_102357000.jpg,photo-20240903-02,commercial,Exterior electrical installation with blue sky backdrop — with panel and wiring detail (detailed installation view),,2024,
IMG_20240805_094907546_HDR.jpg,photo-20240805-01,panel,Electrical work in unfinished wood-framed space — showing color-coded wiring and connections (work in progress),,2024,
IMG_20240805_094903897_HDR.jpg,photo-20240805-02,panel,Electrical work in unfinished wood-framed space — showing color-coded wiring and connections (work in progress),,2024,
IMG_20240726_115846231.jpg,photo-20240726-01,new-construction,Electrical system with metal enclosures (work in progress),,2024,
IMG_20240726_115844074.jpg,photo-20240726-02,new-construction,Electrical system with metal enclosures (work in progress),,2024,
IMG_20240726_114644272.jpg,photo-20240726-03,new-construction,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240726_114654822_HDR.jpg,photo-20240726-04,panel,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240723_103540100_HDR.jpg,photo-20240723-01,panel,Electrical work in unfinished wood-framed space (work in progress),,2024,
IMG_20240710_112020694.jpg,photo-20240710-01,new-construction,Electrical system with metal enclosures — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240710_112011058.jpg,photo-20240710-02,new-construction,Electrical project work — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240710_112003861.jpg,photo-20240710-03,new-construction,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2024,
IMG_20240710_104312810.jpg,photo-20240710-04,new-construction,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2024,
IMG_20240709_131759724.jpg,photo-20240709-01,uncategorized,Electrical equipment in dimly lit area — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240709_130601173.jpg,photo-20240709-02,uncategorized,Electrical system with metal enclosures (work in progress),,2024,
IMG_20240709_131843507_HDR.jpg,photo-20240709-03,panel,Electrical equipment in dimly lit area — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240709_131746688_HDR.jpg,photo-20240709-04,panel,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240630_100030951_HDR.jpg,photo-20240630-01,panel,Electrical work in unfinished wood-framed space (work in progress),,2024,
IMG_20240630_100020892_HDR.jpg,photo-20240630-02,panel,Electrical system with metal enclosures (work in progress),,2024,
IMG_20240630_100040865_HDR.jpg,photo-20240630-03,panel,Electrical work in unfinished wood-framed space (work in progress),,2024,
IMG_20240630_090915794_HDR.jpg,photo-20240630-04,panel,Electrical system with metal enclosures (evenly lit workspace),,2024,
IMG_20240625_091021264.jpg,photo-20240625-01,new-construction,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2024,
IMG_20240625_091025500_HDR.jpg,photo-20240625-02,panel,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2024,
IMG_20240619_102949710_HDR.jpg,photo-20240619-01,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240619_102940968_HDR.jpg,photo-20240619-02,panel,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2024,
IMG_20240618_100255962_HDR.jpg,photo-20240618-01,panel,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240618_100241442_HDR.jpg,photo-20240618-02,panel,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2024,
IMG_20240506_100541940_HDR.jpg,photo-20240506-01,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240504_124529184.jpg,photo-20240504-01,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240504_124525946.jpg,photo-20240504-02,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240504_124513646.jpg,photo-20240504-03,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240504_124505697.jpg,photo-20240504-04,lighting,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2024,
IMG_20240425_134800775.jpg,photo-20240425-01,lighting,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2024,
IMG_20240425_134757482_HDR.jpg,photo-20240425-02,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240416_084346064.jpg,photo-20240416-01,lighting,Electrical work in unfinished wood-framed space — showing color-coded wiring and connections (work in progress),,2024,
IMG_20240325_161632626.jpg,photo-20240325-01,lighting,Electrical equipment in dimly lit area — showing color-coded wiring and connections (detailed installation view),,2024,
IMG_20240325_161624065.jpg,photo-20240325-02,lighting,Electrical equipment in dimly lit area — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240325_160221773.jpg,photo-20240325-03,lighting,Electrical equipment in dimly lit area — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240325_160206740.jpg,photo-20240325-04,lighting,Electrical equipment in dimly lit area — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240322_084119760.jpg,photo-20240322-01,lighting,Electrical work in unfinished wood-framed space — showing color-coded wiring and connections (work in progress),,2024,
IMG_20240322_084113828.jpg,photo-20240322-02,lighting,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240322_083655198.jpg,photo-20240322-03,lighting,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240322_083648662.jpg,photo-20240322-04,lighting,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2024,
IMG_20240205_082930280.jpg,photo-20240205-01,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2024,
IMG_20240205_082927243.jpg,photo-20240205-02,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2024,
IMG_20240205_082919263.jpg,photo-20240205-03,uncategorized,Brightly lit electrical installation — with panel and wiring detail (evenly lit workspace),,2024,
IMG_20240205_082938280_HDR.jpg,photo-20240205-04,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2024,
IMG_20231130_085046276.jpg,photo-20231130-01,commercial,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2023,
IMG_20231130_085037324.jpg,photo-20231130-02,commercial,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2023,
IMG_20231110_074106077.jpg,photo-20231110-01,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
IMG_20231110_074101681.jpg,photo-20231110-02,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2023,
IMG_20231110_074053981.jpg,photo-20231110-03,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
IMG_20231110_074049761.jpg,photo-20231110-04,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
IMG_20231102_141922507.jpg,photo-20231102-01,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
IMG_20231019_094614100.jpg,photo-20231019-01,commercial,Exterior electrical installation with blue sky backdrop — showing color-coded wiring and connections (work in progress),,2023,
IMG_20231019_094606946.jpg,photo-20231019-02,commercial,Exterior electrical installation with blue sky backdrop — showing color-coded wiring and connections (detailed installation view),,2023,
IMG_20231019_094603324.jpg,photo-20231019-03,commercial,Exterior electrical installation with blue sky backdrop — showing color-coded wiring and connections (detailed installation view),,2023,
IMG_20231019_075234444.jpg,photo-20231019-04,commercial,Exterior electrical installation with blue sky backdrop (work in progress),,2023,
IMG_20231017_083250805.jpg,photo-20231017-01,commercial,Exterior electrical installation with blue sky backdrop (work in progress),,2023,
IMG_20231012_092724159_HDR.jpg,photo-20231012-01,panel,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2023,
IMG_20231010_084317463_HDR.jpg,photo-20231010-01,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2023,
IMG_20231010_083636345_HDR.jpg,photo-20231010-02,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2023,
IMG_20231010_081545745_HDR.jpg,photo-20231010-03,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2023,
IMG_20231010_081530892_HDR.jpg,photo-20231010-04,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2023,
IMG_20231004_143016216.jpg,photo-20231004-01,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
IMG_20231004_143011173.jpg,photo-20231004-02,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
IMG_20231004_143005845.jpg,photo-20231004-03,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
IMG_20231003_114441446.jpg,photo-20231003-01,commercial,Exterior electrical installation with blue sky backdrop (work in progress),,2023,
IMG_20231003_114437968.jpg,photo-20231003-02,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
IMG_20230929_112130560.jpg,photo-20230929-01,commercial,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2023,
IMG_20230929_112126167.jpg,photo-20230929-02,commercial,Electrical equipment in dimly lit area — with copper wiring and terminals visible (work in progress),,2023,
IMG_20230929_112139766_HDR.jpg,photo-20230929-03,panel,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2023,
IMG_20230929_103413075_HDR.jpg,photo-20230929-04,panel,Electrical equipment in dimly lit area — with copper wiring and terminals visible (work in progress),,2023,
IMG_20230928_090815683.jpg,photo-20230928-01,commercial,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2023,
IMG_20230928_090820361_HDR.jpg,photo-20230928-02,panel,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2023,
IMG_20230928_090809028_HDR.jpg,photo-20230928-03,panel,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2023,
IMG_20230927_141236837.jpg,photo-20230927-01,commercial,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2023,
IMG_20230927_141231562.jpg,photo-20230927-02,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
IMG_20230926_144702247.jpg,photo-20230926-01,commercial,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2023,
IMG_20230926_144700678.jpg,photo-20230926-02,commercial,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2023,
IMG_20230926_091617957.jpg,photo-20230926-03,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
IMG_20230926_091615365.jpg,photo-20230926-04,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
PXL_20230906_184204411.jpg,photo-20230906-01,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2023,
PXL_20230906_184220119.jpg,photo-20230906-02,commercial,Exterior electrical installation with blue sky backdrop — with panel and wiring detail (work in progress),,2023,
PXL_20230906_184217273.jpg,photo-20230906-03,commercial,Exterior electrical installation with blue sky backdrop — with panel and wiring detail (work in progress),,2023,
PXL_20230906_184200892.jpg,photo-20230906-04,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2023,
PXL_20230725_154141607.jpg,photo-20230725-01,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2023,
PXL_20230725_154143302.jpg,photo-20230725-02,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2023,
PXL_20230710_173255678.jpg,photo-20230710-01,new-construction,Exterior electrical installation with blue sky backdrop — with panel and wiring detail (detailed installation view),,2023,
PXL_20230710_173251253.jpg,photo-20230710-02,new-construction,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2023,
PXL_20230710_173333612.jpg,photo-20230710-03,new-construction,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2023,
PXL_20230710_173320194.jpg,photo-20230710-04,new-construction,Interior electrical work (work in progress),,2023,
PXL_20230706_153528321.jpg,photo-20230706-01,uncategorized,Outdoor electrical work against sky and landscaping — showing color-coded wiring and connections (work in progress),,2023,
PXL_20230706_153514059.jpg,photo-20230706-02,uncategorized,Outdoor electrical work against sky and landscaping — with landscaping around equipment (detailed installation view),,2023,
PXL_20230706_153500604.jpg,photo-20230706-03,uncategorized,Outdoor electrical work against sky and landscaping — with landscaping around equipment (detailed installation view),,2023,
PXL_20230215_234931722.jpg,photo-20230215-01,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2023,
PXL_20230215_234845348.jpg,photo-20230215-02,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2023,
PXL_20230215_234834465.jpg,photo-20230215-03,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2023,
PXL_20230215_234706122.jpg,photo-20230215-04,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2023,
PXL_20230130_160107892.jpg,photo-20230130-01,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
PXL_20230130_160052551.jpg,photo-20230130-02,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
PXL_20230130_160059282.jpg,photo-20230130-03,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2023,
PXL_20230130_160025551.jpg,photo-20230130-04,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2023,
PXL_20230104_182922716.jpg,photo-20230104-01,uncategorized,Electrical equipment in dimly lit area — with panel and wiring detail (detailed installation view),,2023,
PXL_20230104_182913653.jpg,photo-20230104-02,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2023,
PXL_20230104_182927916.jpg,photo-20230104-03,uncategorized,Electrical equipment in dimly lit area — with copper wiring and terminals visible (work in progress),,2023,
PXL_20230103_160837012.jpg,photo-20230103-01,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2023,
PXL_20221227_181044289.jpg,photo-20221227-01,uncategorized,Electrical equipment in dimly lit area — featuring electrical panel enclosure (work in progress),,2022,
PXL_20221129_172625420.jpg,photo-20221129-01,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20221129_163932088.jpg,photo-20221129-02,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
